,Audio,Sr,Names,Species
194,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,47828.wav,coromandelica
195,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,48187.wav,coromandelica
196,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,48277.wav,coromandelica
197,"[ 0.          0.          0.         ...  0.001007    0.00058441
 -0.00027581]",22050,48653.wav,coromandelica
198,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,48769.wav,coromandelica
199,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,49004.wav,coromandelica
200,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,49065.wav,coromandelica
201,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,4913.wav,coromandelica
202,"[ 0.          0.          0.         ...  0.001007    0.00058441
 -0.00027581]",22050,49309.wav,coromandelica
203,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,49395.wav,coromandelica
204,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,49413.wav,coromandelica
205,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,49800.wav,coromandelica
206,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,49922.wav,coromandelica
207,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,49983.wav,coromandelica
208,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,50184.wav,coromandelica
209,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,50623.wav,coromandelica
210,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,50635.wav,coromandelica
211,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,50732.wav,coromandelica
212,"[ 4.6566129e-10 -2.9103830e-10  7.5669959e-10 ... -9.4331654e-11
  1.0345502e-10 -3.1775471e-11]",22050,50767.wav,coromandelica
213,[0. 0. 0. ... 0. 0. 0.],22050,50992.wav,coromandelica
214,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,51100.wav,coromandelica
215,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,51188.wav,coromandelica
216,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,51293.wav,coromandelica
217,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,51303.wav,coromandelica
218,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,51476.wav,coromandelica
219,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,51559.wav,coromandelica
220,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,5156.wav,coromandelica
221,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,51933.wav,coromandelica
222,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,51981.wav,coromandelica
223,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,52106.wav,coromandelica
224,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,52261.wav,coromandelica
225,[0. 0. 0. ... 0. 0. 0.],22050,52272.wav,coromandelica
226,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,52595.wav,coromandelica
227,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,5273.wav,coromandelica
228,"[-1.1084467e-12  2.7284841e-12 -2.2737368e-13 ... -3.8458733e-05
 -4.1935942e-05  2.3717526e-05]",22050,52835.wav,coromandelica
229,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,52894.wav,coromandelica
230,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,52916.wav,coromandelica
231,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,5311.wav,coromandelica
232,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,53191.wav,coromandelica
233,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,5329.wav,coromandelica
234,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,53492.wav,coromandelica
235,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,53554.wav,coromandelica
236,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,53908.wav,coromandelica
237,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,54311.wav,coromandelica
238,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,54596.wav,coromandelica
239,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,54823.wav,coromandelica
240,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,54926.wav,coromandelica
241,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,55030.wav,coromandelica
242,"[ 0.          0.          0.         ...  0.001007    0.00058441
 -0.00027581]",22050,55088.wav,coromandelica
243,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,55109.wav,coromandelica
244,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,5558.wav,coromandelica
245,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,55990.wav,coromandelica
246,[0. 0. 0. ... 0. 0. 0.],22050,56115.wav,coromandelica
247,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,56137.wav,coromandelica
248,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,56339.wav,coromandelica
249,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,56372.wav,coromandelica
250,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,56437.wav,coromandelica
251,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,5660.wav,coromandelica
252,"[-1.1084467e-12  2.7284841e-12 -2.2737368e-13 ... -3.8458733e-05
 -4.1935942e-05  2.3717526e-05]",22050,5684.wav,coromandelica
253,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,57029.wav,coromandelica
254,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,57296.wav,coromandelica
255,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,57386.wav,coromandelica
256,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,57535.wav,coromandelica
257,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,57536.wav,coromandelica
258,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,57812.wav,coromandelica
259,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,5796.wav,coromandelica
260,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,58088.wav,coromandelica
261,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,58248.wav,coromandelica
262,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,58376.wav,coromandelica
263,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,58384.wav,coromandelica
264,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,58532.wav,coromandelica
265,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,58603.wav,coromandelica
266,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,58863.wav,coromandelica
267,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,59283.wav,coromandelica
268,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,59368.wav,coromandelica
269,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,59955.wav,coromandelica
270,"[ 4.6566129e-10 -2.9103830e-10  7.5669959e-10 ... -9.4331654e-11
  1.0345502e-10 -3.1775471e-11]",22050,59968.wav,coromandelica
271,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,60094.wav,coromandelica
272,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,60426.wav,coromandelica
273,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,60742.wav,coromandelica
274,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,60789.wav,coromandelica
275,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,60899.wav,coromandelica
276,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,61005.wav,coromandelica
277,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,6110.wav,coromandelica
278,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,61113.wav,coromandelica
279,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,61915.wav,coromandelica
280,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,61941.wav,coromandelica
281,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,62345.wav,coromandelica
282,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,62512.wav,coromandelica
283,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,62753.wav,coromandelica
284,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,62769.wav,coromandelica
285,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,63420.wav,coromandelica
286,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,63587.wav,coromandelica
287,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,63605.wav,coromandelica
288,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,63973.wav,coromandelica
289,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,648.wav,coromandelica
290,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,65423.wav,coromandelica
291,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,65760.wav,coromandelica
292,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,65846.wav,coromandelica
293,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,65978.wav,coromandelica
294,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,66039.wav,coromandelica
295,"[ 0.          0.          0.         ...  0.001007    0.00058441
 -0.00027581]",22050,66482.wav,coromandelica
296,"[-1.1084467e-12  2.7284841e-12 -2.2737368e-13 ... -3.8458733e-05
 -4.1935942e-05  2.3717526e-05]",22050,66657.wav,coromandelica
297,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,66947.wav,coromandelica
298,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,67094.wav,coromandelica
299,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,67169.wav,coromandelica
300,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,67327.wav,coromandelica
301,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,67461.wav,coromandelica
302,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,67525.wav,coromandelica
303,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,67712.wav,coromandelica
304,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,67779.wav,coromandelica
305,"[ 4.6566129e-10 -2.9103830e-10  7.5669959e-10 ... -9.4331654e-11
  1.0345502e-10 -3.1775471e-11]",22050,67787.wav,coromandelica
306,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,67864.wav,coromandelica
307,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,67972.wav,coromandelica
308,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,68302.wav,coromandelica
309,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,69160.wav,coromandelica
310,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,69221.wav,coromandelica
311,"[ 4.6566129e-10 -2.9103830e-10  7.5669959e-10 ... -9.4331654e-11
  1.0345502e-10 -3.1775471e-11]",22050,6946.wav,coromandelica
312,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,69606.wav,coromandelica
313,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,69720.wav,coromandelica
314,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,70073.wav,coromandelica
315,"[ 0.0000000e+00  1.7462298e-10 -2.3283064e-10 ... -6.1209556e-03
 -6.8176305e-03 -5.9626652e-03]",22050,70639.wav,coromandelica
316,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,70793.wav,coromandelica
317,"[ 5.8207661e-10  2.3283064e-10  9.8953024e-10 ... -3.7074853e-03
 -3.6539698e-03 -3.2697648e-03]",22050,71113.wav,coromandelica
318,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,71271.wav,coromandelica
319,"[-1.1084467e-12  2.7284841e-12 -2.2737368e-13 ... -3.8458733e-05
 -4.1935942e-05  2.3717526e-05]",22050,71446.wav,coromandelica
320,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,7164.wav,coromandelica
321,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,71672.wav,coromandelica
322,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,71796.wav,coromandelica
323,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,7189.wav,coromandelica
324,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,7219.wav,coromandelica
325,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,72253.wav,coromandelica
326,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,72306.wav,coromandelica
327,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,72875.wav,coromandelica
328,"[ 5.8207661e-10  2.3283064e-10  9.8953024e-10 ... -3.7074853e-03
 -3.6539698e-03 -3.2697648e-03]",22050,73024.wav,coromandelica
329,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,73106.wav,coromandelica
330,"[ 0.          0.          0.         ...  0.001007    0.00058441
 -0.00027581]",22050,73230.wav,coromandelica
331,[0. 0. 0. ... 0. 0. 0.],22050,73367.wav,coromandelica
332,"[4.3655746e-10 5.2386895e-10 1.6007107e-10 ... 1.2337346e-02 1.3026715e-02
 8.1893243e-03]",22050,73419.wav,coromandelica
333,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,7344.wav,coromandelica
334,"[-1.1084467e-12  2.7284841e-12 -2.2737368e-13 ... -3.8458733e-05
 -4.1935942e-05  2.3717526e-05]",22050,73580.wav,coromandelica
335,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,7360.wav,coromandelica
336,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,74082.wav,coromandelica
337,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,75301.wav,coromandelica
338,"[ 1.3125418e-06 -1.5017031e-06  1.7742477e-06 ... -1.5492435e-04
 -6.0174032e-05 -8.0788886e-05]",22050,75373.wav,coromandelica
339,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,75489.wav,coromandelica
340,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,75877.wav,coromandelica
341,"[-0.0703444  -0.11467858 -0.10436044 ...  0.0077689   0.00681373
  0.00755962]",22050,76068.wav,coromandelica
342,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,76163.wav,coromandelica
343,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,76329.wav,coromandelica
344,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,76389.wav,coromandelica
345,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8588697e-08
 -1.8011509e-08  0.0000000e+00]",22050,77009.wav,coromandelica
346,"[-1.8917490e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4615551e-05
 -6.4319465e-07  6.3842162e-07]",22050,77031.wav,coromandelica
347,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,77149.wav,coromandelica
348,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,77158.wav,coromandelica
349,[0. 0. 0. ... 0. 0. 0.],22050,77233.wav,coromandelica
350,"[-0.00495038 -0.00338746  0.01184362 ... -0.00896657  0.00422832
  0.00752231]",22050,7752.wav,coromandelica
351,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.6037984e-06
 -8.1865350e-05  1.5603378e-05]",22050,78073.wav,coromandelica
352,"[ 0.          0.          0.         ...  0.00019783 -0.00025196
 -0.00029593]",22050,78169.wav,coromandelica
353,"[ 2.1817250e-05  4.7958441e-05 -5.9572485e-06 ... -5.6864519e-04
 -1.5779844e-03 -1.7996599e-04]",22050,78547.wav,coromandelica
354,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,78806.wav,coromandelica
355,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,7892.wav,coromandelica
356,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,79355.wav,coromandelica
357,"[ 0.          0.          0.         ... -0.01369458 -0.01409636
 -0.01490333]",22050,79585.wav,coromandelica
358,[0.         0.         0.         ... 0.00175315 0.00111229 0.00038128],22050,7966.wav,coromandelica
359,"[-1.9037514e-05 -1.5864149e-05  1.6951840e-04 ... -1.6852359e-03
 -6.5346621e-04  1.7772865e-04]",22050,79910.wav,coromandelica
360,"[-0.13392764 -0.21862757 -0.21494469 ...  0.03154474  0.03142657
  0.02158418]",22050,80.wav,coromandelica
361,"[-1.3818677e-06  2.5344873e-06  6.9036823e-06 ...  4.7185175e-02
  4.0957466e-02  2.8621126e-04]",22050,80211.wav,coromandelica
362,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9540026e-05
 -5.2679025e-05 -7.3427691e-06]",22050,80524.wav,coromandelica
363,"[ 8.73114914e-11  2.91038305e-10  1.45519152e-10 ...  3.46163870e-05
 -1.20497716e-04  7.93036306e-05]",22050,80823.wav,coromandelica
